# name,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,log_g,detection_type,star_name,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max
Kepler-558 b,,,,,,,0.211,0.012,0.015,29.00790538,8.906E-05,8.906E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-558,652,,,-0.06,0.17,0.147,0.85,0.05,0.04,0.81,0.05,0.05,4.47,-2.72,6.27,5242,66.35,93.27
Kepler-559 b,,,,,,,0.322,0.032,0.057,17.58752333,2.056E-05,2.056E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-559,793,,,0.03,0.152,0.136,0.96,0.06,0.07,0.95,0.09,0.17,4.37,-2.63,4,5630,197.22,200.63
Kepler-56 b,0.07,0.012,0.012,0.0944,0.02,0.02,0.581,0.025,0.026,10.5016,0.0011,0.0011,0.1028,0.0037,0.0037,0.04,0.01,0.01,83.84,0.26,0.26,2012,,,,,,,,,,,Primary Transit,Kepler-56,936.96,24.59,24.59,0.2,0.16,0.16,1.32,0.13,0.13,4.23,0.15,0.15,3.5,1.3,1.3,4840,97,97
Kepler-56 c,0.57,0.06,0.066,0.614,0.044,0.044,0.874,0.041,0.041,21.40239,0.00062,0.00062,0.1652,0.0059,0.0059,0,0.01,0.01,84.02,0.09,0.09,2012,,,,,,,,,,,Primary Transit,Kepler-56,936.96,24.59,24.59,0.2,0.16,0.16,1.32,0.13,0.13,4.23,0.15,0.15,3.5,1.3,1.3,4840,97,97
Kepler-56 d,,,,5.61,0.38,0.38,,,,1002,5,5,2.16,0.08,0.08,0.2,0.01,0.01,,,,2016,-15,5.7,5.7,,,,,,,,Radial Velocity,Kepler-56,936.96,24.59,24.59,0.2,0.16,0.16,1.32,0.13,0.13,4.23,0.15,0.15,3.5,1.3,1.3,4840,97,97
Kepler-560 b,,,,,,,0.153,0.008,0.008,18.47764449,1.517E-05,1.517E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-560,88,,,-0.39,0.06,0.059,0.34,0.02,0.02,0.33,0.02,0.02,4.07,-2.5,6.02,3556,23.6,30.41
Kepler-561 b,,,,,,,0.621,0.054,0.108,58.3620495,3.229E-05,3.229E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-561,667,,,0.02,0.166,0.142,0.96,0.06,0.07,0.94,0.08,0.16,4.27,-2.52,4.36,5646,189.65,175.4
Kepler-561 c,,,,,,,0.239,0.022,0.038,5.35016198,4.43E-06,4.43E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-561,667,,,0.02,0.166,0.142,0.96,0.06,0.07,0.94,0.08,0.16,4.27,-2.52,4.36,5646,189.65,175.4
Kepler-562 b,,,,,,,0.465,0.036,0.057,18.00931444,9.9E-06,9.9E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-562,822,,,-0.04,0.181,0.154,0.93,0.05,0.05,0.9,0.06,0.11,4.57,-2.83,4.94,5575,85.33,83.81
Kepler-563 b,,,,,,,0.276,0.018,0.015,22.18432708,2.5E-05,2.5E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-563,557,,,-0.08,0.184,0.146,0.8,0.05,0.04,0.77,0.05,0.04,5.37,-3.3,5.93,5066,61.96,80
Kepler-564 b,,,,,,,0.413,0.032,0.059,3.75083228,1.22E-06,1.22E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-564,830,,,-0.01,0.178,0.141,0.95,0.06,0.06,0.92,0.07,0.13,4.27,-2.6,4.52,5626,126.35,144.83
Kepler-565 b,,,,,,,0.325,0.024,0.045,4.24374723,2.93E-06,2.93E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-565,1041,,,-0.02,0.173,0.14,0.98,0.06,0.04,0.95,0.07,0.13,4.07,-2.38,3.64,5735,75.3,80.65
Kepler-566 b,,,,,,,0.192,0.012,0.012,18.42794624,4.23E-05,4.23E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-566,628,,,-0.01,0.173,0.162,0.83,0.05,0.04,0.79,0.04,0.04,4.57,-2.7,6.27,5132,80.24,59.73
Kepler-567 b,,,,,,,0.201,0.011,0.013,16.54297375,4.149E-05,4.149E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-567,568,,,0,0.152,0.142,0.84,0.04,0.04,0.79,0.04,0.04,4.68,-3,5.65,5148,92.59,106.09
Kepler-568 b,,,,,,,0.202,0.007,0.007,11.02347475,7.66E-06,7.66E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-568,126,,,0.11,0.076,0.077,0.55,0.02,0.02,0.53,0.02,0.02,5.89,-3.63,5.62,3768,39.79,40.66
Kepler-569 b,,,,,,,0.282,0.015,0.02,34.18890521,6.016E-05,6.016E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-569,645,,,0.01,0.1,0.103,0.95,0.04,0.03,0.93,0.05,0.07,4.9,-2.78,3.32,5616,55.02,66.28
Kepler-57 b,18.86,,,,,,0.195,,,5.7293196,1.8E-05,1.8E-05,,,,,,,,,,2012,,,,,,,,,,,Primary Transit,Kepler-57,656.23,8.89,8.89,-0.04,,,0.83,0.066,0.066,0.73,0.179,0.179,,,,5145,166,166
Kepler-57 c,6.95,,,,,,0.138,,,11.6092567,8.6E-05,8.6E-05,,,,,,,,,,2012,,,,,,,,,,,Primary Transit,Kepler-57,656.23,8.89,8.89,-0.04,,,0.83,0.066,0.066,0.73,0.179,0.179,,,,5145,166,166
Kepler-570 b,,,,,,,0.219,0.013,0.03,4.301662,3.1E-06,3.1E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-570,642,,,0.06,0.159,0.14,0.93,0.04,0.04,0.9,0.06,0.12,5.01,-3.22,6.18,5496,88.25,71.37
Kepler-571 b,,,,,,,0.236,0.015,0.029,4.79859939,5.4E-06,5.4E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-571,756,,,0.01,0.162,0.137,0.93,0.04,0.04,0.9,0.05,0.11,4.68,-2.96,5.37,5527,79.46,75.23
Kepler-572 b,,,,,,,0.23,0.015,0.016,17.20523483,2.222E-05,2.222E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-572,532,,,-0.1,0.191,0.155,0.83,0.05,0.04,0.79,0.05,0.05,4.68,-2.95,5.96,5212,77.65,89.47
Kepler-573 b,,,,,,,0.249,0.021,0.032,22.18329658,4.593E-05,4.593E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-573,758,,,0.02,0.099,0.098,0.99,0.04,0.03,1.02,0.08,0.13,5.89,-3.35,2.49,5746,51.43,59.48
Kepler-574 b,,,,,,,0.213,0.014,0.029,7.65880414,1.346E-05,1.346E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-574,747,,,-0.01,0.164,0.137,0.95,0.05,0.05,0.91,0.06,0.12,4.17,-2.53,4.68,5612,108.4,116.01
Kepler-575 b,,,,,,,0.213,0.019,0.046,9.37891944,2.371E-05,2.371E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-575,852,,,0,0.173,0.137,0.97,0.06,0.06,0.95,0.08,0.12,3.98,-2.2,3.82,5710,145.72,114.7
Kepler-576 b,,,,,,,0.292,0.035,0.075,29.91136794,9.909E-05,9.909E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-576,698,,,0.09,0.152,0.15,0.99,0.06,0.05,0.97,0.08,0.24,4.47,-2.71,4.18,5672,141.61,95.54
Kepler-577 b,,,,,,,0.227,0.013,0.034,25.69578251,6.32E-05,6.32E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-577,549,,,-0.14,0.15,0.129,0.78,0.04,0.04,0.73,0.04,0.03,3.8,-2.26,4.97,4984,41.61,52.11
Kepler-578 b,,,,,,,0.178,0.02,0.016,1.6168837,1.23E-06,1.23E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-578,568,,,-0.03,0.18,0.151,0.87,0.05,0.04,0.83,0.05,0.07,4.68,-3.03,5.89,5334,106.87,117.14
Kepler-579 b,,,,,,,0.178,0.016,0.031,9.66857723,1.92E-05,1.92E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-579,663,,,0.13,0.144,0.149,0.99,0.06,0.06,0.96,0.08,0.16,4.07,-2.44,4.09,5636,185.6,135.41
Kepler-58 b,1.39,1.39,0,,,,0.248,,,10.2184954,0.00015,0.00015,,,,,,,,,,2012,,,,,,,,,,,Primary Transit,Kepler-58,996.32,25.04,25.04,,,,0.95,,,1.13,0.53,0.53,,,,6099,200,200
Kepler-58 c,2.19,2.19,0,,,,0.255,,,15.5741568,0.0027,0.0027,,,,,,,,,,2012,,,,,,,,,,,Primary Transit,Kepler-58,996.32,25.04,25.04,,,,0.95,,,1.13,0.53,0.53,,,,6099,200,200
Kepler-58 d,,,,,,,0.262,0.125,0.125,40.101371,0.000612,0.000612,0.236,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-58,996.32,25.04,25.04,,,,0.95,,,1.13,0.53,0.53,,,,6099,200,200
Kepler-580 b,,,,,,,0.229,0.012,0.026,8.22241966,9.79E-06,9.79E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-580,333,,,-0.06,0.09,0.113,0.67,0.03,0.03,0.64,0.02,0.02,3.47,-1.79,4.22,4298,38.09,49.14
Kepler-581 b,,,,,,,0.235,0.026,0.05,40.6069821,0.0001744,0.0001744,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-581,833,,,0.03,0.154,0.13,1,0.07,0.08,1,0.11,0.21,4.07,-2.32,3.55,5772,191.78,199.71
Kepler-582 b,,,,,,,0.328,0.03,0.049,18.49235668,2.487E-05,2.487E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-582,751,,,0.01,0.165,0.14,0.93,0.07,0.07,0.91,0.08,0.13,4.47,-2.74,4.74,5564,211.72,218.22
Kepler-583 b,,,,,,,0.203,0.013,0.026,6.5100253,1.381E-05,1.381E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-583,805,,,0.07,0.148,0.149,0.94,0.04,0.04,0.91,0.06,0.11,4.47,-2.74,5.65,5523,106.08,76.28
Kepler-584 b,,,,,,,0.376,0.05,0.142,35.1810304,9.392E-05,9.392E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-584,1445,,,0.02,0.161,0.135,1.17,0.09,0.15,1.24,0.15,0.46,2.88,-1.16,0.98,6195,104.28,110.21
Kepler-585 b,,,,,,,0.252,0.024,0.049,2.75235975,1.42E-06,1.42E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-585,604,,,0.03,0.137,0.15,0.96,0.05,0.06,0.93,0.06,0.18,3.63,-1.92,5.34,5593,77.08,85.61
Kepler-586 b,,,,,,,0.249,0.018,0.032,2.10472218,9.2E-07,9.2E-07,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-586,707,,,0,0.167,0.142,0.94,0.05,0.05,0.92,0.07,0.12,4.17,-2.48,4.83,5575,103.88,149.33
Kepler-587 b,,,,,,,0.199,0.015,0.057,10.94027841,2.949E-05,2.949E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-587,852,,,-0.05,0.184,0.144,0.92,0.05,0.04,0.89,0.06,0.12,4.79,-3.08,5.83,5549,70.06,77.03
Kepler-588 b,,,,,,,0.235,0.02,0.045,4.22162536,4.75E-06,4.75E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-588,972,,,0,0.198,0.139,1.01,0.07,0.05,1,0.08,0.19,4.07,-2.4,2.97,5835,83.13,73.84
Kepler-589 b,,,,,,,0.203,0.011,0.016,16.54964934,4.571E-05,4.571E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-589,643,,,0.01,0.142,0.143,0.88,0.04,0.03,0.83,0.04,0.06,4.47,-2.76,6.17,5296,62.17,61.13
Kepler-59 b,2.05,,,,,,0.098,,,11.8681707,0.00036,0.00036,0.112,0.002,0.002,0.09,0.05,0.09,88.4,1,1,2012,301,69,150,,,,,,,,Primary Transit,Kepler-59,1203.57,23.09,23.09,,,,1.04,,,0.94,,,,,,6074,,
Kepler-59 c,1.37,,,,,,0.177,,,17.9801235,0.0003,0.0003,0.148,0.002,0.002,0.09,0.05,0.08,88.8,0.8,0.8,2012,29,89,51,,,,,,,,Primary Transit,Kepler-59,1203.57,23.09,23.09,,,,1.04,,,0.94,,,,,,6074,,
Kepler-590 b,,,,,,,0.359,0.045,0.097,5.85296257,4.74E-06,4.74E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-590,986,,,0.07,0.144,0.14,1.1,0.08,0.09,1.15,0.14,0.31,3.55,-1.77,1.72,6000,147.47,107.67
Kepler-591 b,,,,,,,0.302,0.022,0.049,81.1694299,0.0003199,0.0003199,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-591,793,,,0.01,0.157,0.13,0.97,0.04,0.04,0.94,0.06,0.13,4.17,-2.49,4.07,5677,71.43,66.16
Kepler-592 b,,,,,,,0.213,0.022,0.052,2.82019241,3.79E-06,3.79E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-592,1034,,,-0.03,0.193,0.144,1.04,0.07,0.06,1.04,0.1,0.25,3.89,-2.12,2.58,5913,74.23,83.3
Kepler-593 b,,,,,,,0.256,0.026,0.062,21.21708973,5.927E-05,5.927E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-593,1016,,,0.04,0.156,0.142,1.08,0.07,0.08,1.1,0.11,0.26,3.63,-1.91,1.83,5967,113.06,96.47
Kepler-594 b,,,,,,,0.194,0.013,0.02,13.64618192,3.489E-05,3.489E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-594,742,,,-0.03,0.171,0.144,0.91,0.05,0.04,0.87,0.06,0.08,4.27,-2.6,5.46,5485,94,80.49
Kepler-595 b,0.05475,0.01196,0.02234,,,,0.331,0.001,0.001,25.3029092,6E-06,6E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-595,639,,,0.08,0.157,0.15,0.93,0.06,0.06,0.82,0.24,0.24,,,,5247,79.67,59.03
Kepler-595 c,0.01038,0.00315,0.00535,,,,0.09,0.002,0.002,12.38602,5E-06,5E-06,,,,,,,,,,2020,,,,,,,,,,,Primary Transit,Kepler-595,639,,,0.08,0.157,0.15,0.93,0.06,0.06,0.82,0.24,0.24,,,,5247,79.67,59.03
Kepler-596 b,,,,,,,0.309,0.042,0.145,21.30022655,4.193E-05,4.193E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-596,1083,,,0.03,0.153,0.129,1.21,0.1,0.19,1.32,0.18,0.62,2.69,-1,0.865,6267,108.73,109.7
Kepler-597 b,,,,,,,0.211,0.012,0.029,13.02365861,2.728E-05,2.728E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-597,660,,,-0.01,0.102,0.097,0.97,0.04,0.04,0.95,0.05,0.06,4.27,-2.32,2.83,5683,59.31,69.29
Kepler-598 b,,,,,,,0.134,0.008,0.011,3.70175428,9.71E-06,9.71E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-598,686,,,0.02,0.105,0.103,0.87,0.04,0.04,0.86,0.04,0.06,7.59,-4.97,4.89,5307,72.88,87.96
Kepler-598 c,,,,,,,0.27,,,86.4945,,,,,,,,,,,,2020,,,,,,,,,,,Primary Transit,Kepler-598,686,,,0.02,0.105,0.103,0.87,0.04,0.04,0.86,0.04,0.06,7.59,-4.97,4.89,5307,72.88,87.96
Kepler-599 b,,,,,,,0.253,0.029,0.013,15.65562652,3.161E-05,3.161E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-599,627,,,-0.02,0.148,0.14,0.83,0.04,0.04,0.79,0.04,0.04,5.01,-3.1,6.2,5127,90.28,78.75
Kepler-6 b,0.668,0.035,0.038,,,,1.304,0.033,0.018,3.2346996,4E-07,4E-07,0.04852,0.00133,0.00074,0,,,88.93,0.17,0.19,2009,,,,,,,,,,,Primary Transit,Kepler-6,597.14,5.16,5.16,0.34,0.04,0.04,1.21,0.04,0.04,1.39,0.03,0.02,3.8,1,1,5647,44,44
Kepler-60 b,0.01318,0.00164,0.00176,,,,0.153,0.012,0.012,7.1334,0.0001,0.0001,0.07497,,,,,,,,,2012,,,,,,,,,,,Primary Transit,Kepler-60,1056.17,20.64,20.64,-0.09,0.1,0.1,1.04,0.08,0.08,1.26,0.09,0.09,,,,5905,144,144
Kepler-60 c,0.01211,0.00255,0.00255,,,,0.17,0.013,0.013,8.9187,0.0002,0.0002,0.08701,,,,,,,,,2012,,,,,,,,,,,Primary Transit,Kepler-60,1056.17,20.64,20.64,-0.09,0.1,0.1,1.04,0.08,0.08,1.26,0.09,0.09,,,,5905,144,144
Kepler-60 d,0.01309,0.00236,0.00264,,,,0.178,0.014,0.014,11.8981,0.0002,0.0002,0.10548,,,,,,,,,2012,,,,,,,,,,,Primary Transit,Kepler-60,1056.17,20.64,20.64,-0.09,0.1,0.1,1.04,0.08,0.08,1.26,0.09,0.09,,,,5905,144,144
Kepler-600 b,,,,,,,0.259,0.035,0.019,23.67517607,5.668E-05,5.668E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-600,624,,,-0.09,0.18,0.159,0.84,0.05,0.05,0.81,0.06,0.06,4.57,-2.88,6.05,5279,92.37,104.56
Kepler-601 b,,,,,,,0.17,0.016,0.024,5.37886844,7.27E-06,7.27E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-601,429,,,-0.02,0.103,0.096,0.85,0.03,0.03,0.79,0.02,0.02,4.07,-2.01,2.83,5160,46.75,61.57
Kepler-602 b,,,,,,,0.186,0.029,0.058,15.28469497,6.919E-05,6.919E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-602,971,,,-0.02,0.187,0.147,1.08,0.1,0.14,1.13,0.17,0.35,3.16,-1.45,2.06,6062,238.63,218.54
Kepler-603 b,,,,,,,0.236,0.023,0.053,21.05358596,8.943E-05,8.943E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-603,967,,,0.03,0.166,0.134,1.01,0.06,0.06,1.01,0.1,0.23,4.37,-2.56,2.7,5808,142.55,90.04
Kepler-603 c,,,,,,,0.58,0.055,0.132,127.9075774,0.0004999,0.0004999,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-603,967,,,0.03,0.166,0.134,1.01,0.06,0.06,1.01,0.1,0.23,4.37,-2.56,2.7,5808,142.55,90.04
Kepler-603 d,,,,,,,0.118,0.012,0.022,6.2171292,4.234E-05,4.234E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-603,967,,,0.03,0.166,0.134,1.01,0.06,0.06,1.01,0.1,0.23,4.37,-2.56,2.7,5808,142.55,90.04
Kepler-604 b,,,,,,,0.231,0.024,0.044,25.85501786,9.434E-05,9.434E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-604,981,,,-0.02,0.182,0.142,1.02,0.07,0.08,1.03,0.11,0.19,3.72,-1.95,2.76,5890,159.73,174.4
Kepler-605 b,,,,,,,0.128,0.008,0.015,3.38353807,5.11E-06,5.11E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-605,570,,,0.02,0.165,0.135,0.91,0.04,0.04,0.88,0.05,0.1,4.47,-2.74,6.42,5462,73.73,67.28
Kepler-605 c,,,,,,,0.077,0.005,0.01,2.35895152,8.37E-06,8.37E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-605,570,,,0.02,0.165,0.135,0.91,0.04,0.04,0.88,0.05,0.1,4.47,-2.74,6.42,5462,73.73,67.28
Kepler-606 b,,,,,,,0.295,0.045,0.113,24.31575992,7.998E-05,7.998E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-606,1208,,,0.01,0.175,0.133,1.13,0.1,0.17,1.22,0.18,0.45,2.88,-1.1,1.67,6161,227.56,194.78
Kepler-607 b,,,,,,,0.078,0.006,0.005,0.6381632,1.68E-06,1.68E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-607,500,,,-0.02,0.158,0.146,0.84,0.04,0.04,0.8,0.04,0.05,4.9,-2.98,6.04,5196,118.36,94.48
Kepler-608 b,,,,,,,0.325,0.039,0.064,6.41251504,5.42E-06,5.42E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-608,926,,,-0.02,0.172,0.142,1,0.07,0.09,1.01,0.11,0.2,3.8,-2.03,3.26,5820,187.94,226.58
Kepler-609 b,,,,,,,0.299,0.039,0.095,6.52121067,8.64E-06,8.64E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-609,1143,,,0.06,0.155,0.143,1.09,0.08,0.09,1.14,0.14,0.35,3.72,-1.93,2.09,5971,171.1,125.14
Kepler-61 b,,,,,,,0.192,0.0116,0.0116,59.87756,0.0002,0.0002,0.27,0.01,0.01,0.25,0.25,0,89.8,0.2,0,2013,,,,,,,,,,,Primary Transit,Kepler-61,338.24,4.98,4.98,0.03,0.14,0.14,0.64,0.04,0.04,0.62,0.05,0.02,1,0, ,4017,150,68
Kepler-610 b,,,,,,,0.374,0.04,0.103,6.99692655,5.59E-06,5.59E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-610,1113,,,0.12,0.143,0.148,1.1,0.07,0.09,1.13,0.12,0.31,3.55,-1.81,2,5943,127.26,91.96
Kepler-610 c,,,,,,,0.294,0.033,0.075,151.86392,0.001118,0.001118,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-610,1113,,,0.12,0.143,0.148,1.1,0.07,0.09,1.13,0.12,0.31,3.55,-1.81,2,5943,127.26,91.96
Kepler-611 b,,,,,,,0.147,0.013,0.045,2.4370333,5.03E-06,5.03E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-611,906,,,0.06,0.165,0.155,1.01,0.05,0.05,1.01,0.09,0.24,4.47,-2.63,3.33,5761,69.42,64.93
Kepler-612 b,,,,,,,0.253,0.024,0.059,3.72215641,3.76E-06,3.76E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-612,932,,,0.04,0.155,0.137,0.98,0.05,0.05,0.96,0.08,0.17,4.47,-2.7,4.22,5693,129.13,92.7
Kepler-613 b,,,,,,,0.204,0.015,0.036,15.77979614,4.258E-05,4.258E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-613,864,,,-0.01,0.183,0.139,0.98,0.05,0.05,0.96,0.07,0.17,4.27,-2.54,3.94,5723,67.42,68.68
Kepler-614 b,,,,,,,0.213,0.015,0.018,14.03491514,2.597E-05,2.597E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-614,571,,,-0.07,0.169,0.15,0.85,0.05,0.05,0.81,0.05,0.07,4.79,-2.96,5.83,5268,125.95,186.36
Kepler-615 b,,,,,,,0.155,0.009,0.008,10.35584657,1.854E-05,1.854E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-615,330,,,-0.07,0.164,0.164,0.73,0.04,0.04,0.69,0.04,0.03,3.72,-2.08,6.26,4655,43.29,41.24
Kepler-616 b,,,,,,,0.217,0.018,0.029,9.99761851,2.138E-05,2.138E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-616,1019,,,-0.02,0.162,0.139,0.98,0.05,0.06,0.97,0.08,0.13,3.89,-2.18,3.5,5753,101.52,133.18
Kepler-616 c,,,,,,,0.304,0.027,0.051,90.4113556,0.0004522,0.0004522,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-616,1019,,,-0.02,0.162,0.139,0.98,0.05,0.06,0.97,0.08,0.13,3.89,-2.18,3.5,5753,101.52,133.18
Kepler-617 b,,,,,,,0.118,0.006,0.006,1.68269615,1.11E-06,1.11E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-617,150,,,-0.07,0.082,0.077,0.51,0.03,0.02,0.48,0.03,0.02,3.98,-2.27,5.48,3712,33.35,33.92
Kepler-618 b,,,,,,,0.232,0.037,0.07,3.59576964,8.82E-06,8.82E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-618,1115,,,0.08,0.147,0.154,1.05,0.05,0.07,1.08,0.11,0.33,4.27,-2.48,2,5860,79.66,67.09
Kepler-619 b,,,,,,,0.282,0.028,0.058,5.4042722,5.55E-06,5.55E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-619,1111,,,0.05,0.146,0.136,1.09,0.06,0.07,1.11,0.11,0.23,3.47,-1.78,1.94,5980,113.14,106.44
Kepler-619 c,,,,,,,0.151,0.015,0.035,1.20846503,1.67E-06,1.67E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-619,1111,,,0.05,0.146,0.136,1.09,0.06,0.07,1.11,0.11,0.23,3.47,-1.78,1.94,5980,113.14,106.44
Kepler-62 b,0.03,,,0.028,0.028,0,0.117,0.0036,0.0036,5.714932,9E-06,9E-06,0.0553,0.0005,0.0005,,,,89.2,0.4,0.4,2013,,,,,,,,,,,Primary Transit,Kepler-62,368,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,7,-4,4,4925,70,70
Kepler-62 c,0.013,,,0.0126,0.0126,0,0.048,0.0027,0.0027,12.4417,0.0001,0.0001,0.0929,0.0009,0.0009,,,,89.7,0.2,0.2,2013,,,,,,,,,,,Primary Transit,Kepler-62,368,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,7,-4,4,4925,70,70
Kepler-62 d,0.044,0.044,0,,,,0.174,0.0063,0.0063,18.16406,2E-05,2E-05,0.12,0.001,0.001,,,,89.7,0.3,0.3,2013,,,,,,,,,,,Primary Transit,Kepler-62,368,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,7,-4,4,4925,70,70
Kepler-62 e,0.113,0.113,0,,,,0.144,0.0045,0.0045,122.3874,0.0008,0.0008,0.427,0.004,0.004,,,,89.98,0.02,0.02,2013,,,,,,,,,,,Primary Transit,Kepler-62,368,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,7,-4,4,4925,70,70
Kepler-62 f,0.11,0.11,0,,,,0.126,0.0063,0.0063,267.291,0.005,0.005,0.718,0.007,0.007,,,,89.9,0.03,0.03,2013,,,,,,,,,,,Primary Transit,Kepler-62,368,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,7,-4,4,4925,70,70
